Normalized,Occurrences,Lemma,POS,NormalizedID,MorphoNotes,divine name?,divine name key,persname?,persname gender,type,persname key,persname link,title?,title type,title key,military?,military key,ethnicon?,ethnicon key,term of relationship?,relationship key,location?,location key,location link,date?,date type,calendar type,occupation?,occupation key,measure?,measure key,object?,object key,religious term?,religious term key,other?,other type,other key
אבודן,jeru0624-5,אִבּוּד,Noun,w-אבודן,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ניחן,jeru0624-6,נַיָּח,Noun,w-ניחן,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נפשה,"jeru0624-7, mger0001-6, mger0002-5, mger0004-5, mger0005-6, mger0016-3, mger0017-5, mger0027-7, mger0047-3, mger0059-3, mger0068-4, mger0073-4, mger0078-4, mger0090-3, mger0096-5, mger0098-3, mger0118-2, mger0119-2, mger0120-2, mger0121-2, mger0122-2, mger0123-2, mger0124-2, mger0154-4, mger0157-5, zoor0394-2, zoor0395-2, zoor0396-2, zoor0398-2, zoor0399-2, zoor0400-2, zoor0401-2, zoor0403-2, zoor0404-2, zoor0405-2, zoor0406-2, zoor0407-2, zoor0408-2, zoor0409-2, zoor0410-2, zoor0414-2, zoor0415-2, zoor0416-2, zoor0416-35, zoor0418-2, zoor0419-2, zoor0420-2, zoor0421-2, zoor0422-2, zoor0423-2, zoor0426-2, zoor0427-2, zoor0428-2, zoor0429-2, zoor0430-2, zoor0431-2, zoor0433-2, zoor0434-2, zoor0435-2, zoor0436-2, zoor0437-2, zoor0438-2, zoor0439-2, zoor0440-2, zoor0442-2, zoor0443-2, zoor0445-2, zoor0448-2, zoor0449-2, zoor0452-2, zoor0454-2, zoor0456-2, zoor0457-2, zoor0458-2, zoor0459-2",נֶפֶשׁ,Noun,w-נפשה,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נער,jeru0625-1,נער_פעֵל,Verb,w-נער,Aramaic Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלום,"jeru0625-2, abil0001-9, beth0254-2, einn0001-4, idum0133-2, isaw0002-1, jaff0051-12, jaff0053-3, jeru0008-1, jeru0094-1, jeru0094-2, jeru0094-3, jeru0094-4, jeru0094-5, jeru0094-6, jeru0098-2, jeru0098-7, jeru0114-1, jeru0183-1, jeru0183-4, jeru0193-1, jeru0311-3, jeru0487-1, laha0002-1, mari0004-12, zoor0404-22, zoor0404-23, zoor0406-13, zoor0407-21, zoor0407-22, zoor0407-23, zoor0408-20, zoor0408-22, zoor0410-24, zoor0410-25, zoor0410-26, zoor0411-16, zoor0411-17, zoor0412-22, zoor0416-33, zoor0416-36, zoor0417-9, zoor0417-10, zoor0417-11, zoor0417-12, zoor0419-24, zoor0419-25, zoor0419-26, zoor0422-32, zoor0423-26, zoor0423-27, zoor0426-25, zoor0426-26, zoor0429-28, zoor0430-17, zoor0430-18, zoor0431-31, zoor0431-32, zoor0434-39, zoor0434-42, zoor0435-22, zoor0436-24, zoor0437-25, zoor0438-24, zoor0438-27, zoor0440-29, zoor0440-32, zoor0444-14, zoor0447-11, zoor0447-12, zoor0448-14, zoor0448-15, zoor0448-16, zoor0451-12, zoor0451-15, zoor0460-25, zoor0460-26",שָׁלוֹם,Noun,w-שלום,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
להררמא,jeru0626-4,?,ToInf,w-להררמא,ToInf Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עמרם,"jeru0626-6, zoor0410-6",עַמְרָם,Propername,w-עמרם,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נע,jeru0626-7,נוע_פעל,Verb,w-נע,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבדת,"odob0019-1, eavd0001-5, eavd0001-16",עבד_פעל,Verb,w-עבדת,Verb Masc Sing P2 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ופצאל,odob0019-2,?,Noun,w-ופצאל,PreLets-1 Pre_Conj Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושעודת,odob0019-3,עֻדָּה,Noun,w-ושעודת,PreLets-2 Pre_Conj Pre_RelSub Noun Fem Sing Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרתת,"odob0019-5, odob0020-9, odob0021-1",חֲרֹתֶת,Noun,w-חרתת,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דנה,"odob0020-1, odob0025-1, odob0027-1, beth0267-3, mger0147-15, mger0152-8, mger0153-10, mger0154-8, mger0155-6, mger0162-7, mger0167-8, mger0169-7, mger0170-5, mger0173-4, mger0176-5, mger0193-2, mger0194-4, mger0196-2, mger0197-2, mger0198-4, unkn0107-55, zoor0412-1, zoor0413-1",דָּן,Propername,w-דנה,Propername MascFem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תיטא,odob0020-2,?,Noun,w-תיטא,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
די,"odob0020-3, odob0025-3, odob0027-3, odob0027-11, hraq0001-8, jeru0098-5, jeru0236-9, jeru0361-3, jeru0467-7, jeru0529-2, masa0554-5, masa0554-19, masa0556-7, masa0556-16, mger0003-1, mger0040-4, mger0087-1, mger0147-1, mger0148-1, mger0154-1, mger0156-2, mger0161-2, unkn0107-12, unkn0107-20, unkn0107-24, unkn0107-29, zoor0440-17",דַּי,Modal,w-די,Modal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרב,"odob0020-4, odob0025-4, idum0065-1",קרב_פעל,Verb,w-קרב,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שעיו,odob0020-5,עִי,Noun,w-שעיו,PreLets-1 Pre_RelSub Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חיי,"odob0020-8, mger0157-4",חַי,Ptcp,w-חיי,Ptcp Masc Pl PAny Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מלך,odob0020-10,מֶלֶךְ,Noun,w-מלך,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נבטו,"odob0020-11, odob0020-17",נֶבֶט,Noun,w-נבטו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רחם,odob0020-12,רֶחֶם,Noun,w-רחם,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עמה,"odob0020-13, odob0027-14",עִם,Prep,w-עמה,Prep Suf_Proniminal SufType_Nominative Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואחתה,odob0020-14,אָחוֹת,Noun,w-ואחתה,PreLets-1 Pre_Conj Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שכילת,odob0020-15,כִּלָּה,Noun,w-שכילת,PreLets-1 Pre_RelSub Noun Fem Sing Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מלכת,odob0020-16,לֶכֶת,Noun,w-מלכת,PreLets-1 Pre_Prep Pre_NotDef Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלם,"odob0021-2, odob0024-8, sina0122-2, sina0123-1, sina0124-1, sina0125-1, sina0126-1, sina0128-1, sina0130-1, sina0134-1, sina0140-1, sina0144-1, sina0146-1, sina0148-1, sina0152-1, sina0158-1, sina0160-1, sina0164-1, sina0166-1, sina0168-1, sina0174-1, sina0176-1, sina0178-1, sina0180-1, sina0182-1, sina0184-1, sina0186-1, sina0192-1, sina0200-1, sina0204-1, sina0206-1, sina0210-1, sina0212-1, sina0214-1, sina0218-1, sina0202-1, beth0275-1, jeru0002-2, jeru0045-1, jeru0148-1, jeru0195-1, jeru0236-8, jeru0236-15, jeru0236-26, jeru0236-32, jeru0361-13, jmon0002-3, jmon0004-1, jmon0006-1, jmon0010-1, jmon0011-9, jmon0014-1, jmon0016-1, jmon0021-1, jmon0024-1, jmon0025-1, jmon0025-4, jmon0026-1, jmon0026-5, jmon0027-1, jmon0028-1, jmon0028-5, jmon0029-1, masa0554-4, masa0556-4, sina0100-1, sina0101-1, sina0102-1, sina0107-1, sina0111-1, sina0112-1, sina0113-1, zoor0415-22, zoor0418-26, zoor0418-27, zoor0418-28, zoor0433-30, zoor0433-31, zoor0433-32, zoor0444-18",שָׁלֵם,Adj,w-שלם,Adj Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שנה,odob0022-1,שָׁנָה,Noun,w-שנה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דכון,odob0024-1,כון_פיעל,Verb,w-דכון,PreLets-1 Pre_RelSub Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
טב,"odob0024-2, sina0196-2, mare0082-2, mare0135-15, mger0147-11, mger0149-11, mger0153-6, mger0155-2, mger0156-7, mger0157-8, mger0158-7, mger0159-6, mger0160-4, mger0161-7, mger0163-5, mger0164-5, mger0165-3, mger0166-2, mger0167-6, mger0168-4, mger0169-3, mger0171-2, mger0174-3, mger0175-6, mger0176-3, mger0177-2, mger0178-2, mger0179-2, mger0180-2, mger0181-2, mger0182-2, mger0183-2, mger0185-2, mger0186-3, mger0194-2",טבי_פעֵל,Verb,w-טב,Aramaic Verb Masc Sing P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושלם,"odob0024-3, sina0162-3, sina0186-5, jmon0005-2, jmon0007-12, mare0048-3",שׁלם_פעל,Verb,w-ושלם,PreLets-1 Pre_Conj Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לחרישו,odob0024-4,חָרִישׁ,Noun,w-לחרישו,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סכרא,"odob0025-2, odob0027-2",סֻכְרָא,Noun,w-סכרא,Aramaic Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בנא,"odob0027-4, jeru0092-5",בני_פעל,Verb,w-בנא,Aramaic Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גרמו,"odob0027-5, sina0216-1",גרם_פיעל,Verb,w-גרמו,Verb Masc Pl P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וחברוהי,odob0027-6,חֲבַר,Noun,w-וחברוהי,PreLets-1 Pre_Conj Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
למראנא,odob0027-9,?,Noun,w-למראנא,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבאל,odob0027-10,?,Propername,w-רבאל,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אחיי,odob0027-12,אָח,Noun,w-אחיי,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושיזב,odob0027-13,יזב_פיעל,Verb,w-ושיזב,PreLets-1 Pre_Conj Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דכיר,"sina0119-1, sina0121-2, sina0136-1, sina0138-1, sina0142-1, sina0150-1, sina0154-1, sina0162-1, sina0172-1, sina0188-1, sina0194-1, sina0208-1, abil0001-1, eavd0001-1, jmon0001-1, jmon0005-9, jmon0007-1, jmon0008-1, jmon0009-2, jmon0011-1, jmon0012-1, jmon0013-1, jmon0015-1, jmon0020-1, jmon0023-1, mari0004-1, narr0007-1, narr0010-1, sepp0002-1, sepp0003-1, sepp0004-1, sepp0006-1, sepp0008-1, sepp0010-1, sepp0011-1",דכר_פעל,Verb,w-דכיר,Aramaic Verb Masc Sing P3 Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואושו,sina0119-3,אושׁ_פעל,Verb,w-ואושו,PreLets-1 Pre_Conj Verb MascFem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בריך,"sina0120-1, sina0170-1, idum0116-1, jmon0005-1, sina0106-1",בְּרִיךְ,Adj,w-בריך,Aramaic Adj Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זידו,"sina0120-2, sina0144-2, idum0010-4, idum0161-6, idum0164-6, idum0212-8, idum0568-5, idum0569-6, idum0570-6, idum0571-1, jmon0007-5, jmon0010-4, jmon0019-1, sina0108-2",זֵד,Noun,w-זידו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בטב,"sina0120-6, sina0121-6, sina0123-7, sina0124-5, sina0125-7, sina0126-5, sina0128-5, sina0134-5, sina0138-5, sina0142-5, sina0144-5, sina0152-6, sina0156-5, sina0158-5, sina0162-2, sina0162-7, sina0170-5, sina0180-5, sina0184-9, sina0186-4, sina0188-4, sina0194-5, sina0208-5, sina0214-4, eavd0001-2, jmon0002-7, jmon0004-6, jmon0005-8, jmon0006-7, jmon0007-6, jmon0007-11, jmon0009-7, jmon0011-8, jmon0012-6, jmon0015-2, jmon0017-3, jmon0018-1, jmon0022-4, jmon0023-6, jmon0024-7, jmon0026-6, sina0100-5, sina0107-5, sina0111-5",טָב,Adj,w-בטב,PreLets-1 Pre_Prep Pre_NotDef Adj Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עודו,"sina0121-3, sina0206-2, sina0218-2, jmon0004-2, sina0107-2",עוֹדֶה,Ptcp,w-עודו,Ptcp Masc Sing PAny Abs Suf_Proniminal SufType_Accusative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עמיו,"sina0121-5, sina0130-2, sina0150-2, sina0160-4, jmon0002-4, jmon0010-2, jmon0012-5, jmon0014-2, jmon0016-2, sina0111-2, sina0112-2",עַם,Noun,w-עמיו,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בחגה,sina0123-2,חַג,Noun,w-בחגה,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גרמאלבעלי,"sina0123-4, sina0206-4, sina0210-4, jmon0015-3",?,Noun,w-גרמאלבעלי,Noun Fem Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבדאלבעלי,"sina0123-6, sina0170-4, sina0180-4, sina0184-2, sina0184-6, jmon0005-10, jmon0022-3, jmon0026-4, jmon0029-2",?,Propername,w-עבדאלבעלי,Propername MascFem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קינו,sina0124-2,קֵן,Noun,w-קינו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אוישו,sina0124-4,אושׁ_פעל,Verb,w-אוישו,Aramaic Verb Masc Pl P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אוגם,sina0125-2,אוֹג,Noun,w-אוגם,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עמרו,"sina0125-4, sina0138-4, idum0387-1, idum0602-8, jmon0009-1, jmon0023-2, jmon0028-4",עֹמֶר,Noun,w-עמרו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ועמרו,sina0125-5,עֹמֶר,Noun,w-ועמרו,PreLets-1 Pre_Conj Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברה,"sina0125-6, jaff0051-4, jeru0007-5, jeru0045-3, jeru0137-3, jeru0455-1, masa0426-3, mger0020-7, narr0009-7, wham0001-1, zoor0423-4, zoor0442-4, zoor0460-3",ברי_פעל,Verb,w-ברה,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אושו,"sina0126-2, sina0178-4, sina0210-2, jmon0003-2",אושׁ_פעל,Verb,w-אושו,Verb MascFem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבדאלגיא,sina0126-4,?,Noun,w-עבדאלגיא,Noun MascFem Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ענמו,sina0128-2,?,Noun,w-ענמו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אעלא,"sina0128-4, sina0188-2, sina0102-2",עֵלָּא,Noun,w-אעלא,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עממו,sina0130-4,עמם_פעל,Verb,w-עממו,Verb MascFem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חלצת,"sina0134-2, jmon0013-2",חלץ_פעל,Verb,w-חלצת,Aramaic Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שעודת,sina0134-4,עֻדָּה,Noun,w-שעודת,PreLets-1 Pre_RelSub Noun Fem Sing Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בריאו,"sina0136-2, sina0142-4, sina0198-1, jmon0005-6, jmon0011-5",?,Noun,w-בריאו,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושעדאלהי,sina0136-3,?,Noun,w-ושעדאלהי,PreLets-1 Pre_Conj Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כלבו,"sina0136-5, sina0212-4, jmon0006-2, jmon0023-5",כֶּלֶב,Noun,w-כלבו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנטלו,"sina0138-2, sina0186-3",?,Noun,w-חנטלו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דאבו,"sina0140-2, sina0204-2",אַבָּא,Noun,w-דאבו,Aramaic PreLets-1 Pre_RelSub Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עיידו,"sina0142-2, sina0154-2",?,Propername,w-עיידו,Propername Masc Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמרח,"sina0144-4, sina0152-2, sina0156-4",מרח_פעל,Verb,w-שמרח,PreLets-1 Pre_RelSub Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואלו,"sina0146-2, sina0158-2, sina0162-6, sina0192-4, sina0196-5, sina0208-4, jmon0001-2, jmon0002-6, jmon0004-4, jmon0007-10, jmon0024-4, sina0102-4",אִלּוּ,Conj,w-ואלו,PreLets-1 Pre_Conj Conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תימו,sina0148-2,?,Propername,w-תימו,Propername Masc Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבן,sina0152-4,אֶבֶן,Noun,w-אבן,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלקיני,sina0152-5,לַק,Prep,w-אלקיני,PreLets-1 Pre_Prep Pre_NotDef Ptcp Masc Sing PAny Abs Suf_Proniminal SufType_Accusative Suf_MascFem Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואבאושו,sina0154-3,בֵּאוּשׁ,Noun,w-ואבאושו,PreLets-2 Pre_Conj Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובריאו,sina0154-4,?,Noun,w-ובריאו,PreLets-1 Pre_Conj Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרישו,"sina0154-6, sina0198-3, sina0200-2, jmon0012-2, sina0100-4, sina0101-2, sina0111-4",חָרִישׁ,Noun,w-חרישו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מדכור,sina0156-1,כּוּר,Noun,w-מדכור,PreLets-2 Pre_Temporal Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תימאלהי,"sina0156-2, sina0194-4, jmon0020-4",?,Noun,w-תימאלהי,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבנאלהי,sina0158-4,?,Noun,w-אבנאלהי,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלמובקרו,sina0160-2,?,Ptcp,w-אלמובקרו,Ptcp Fem Sing P1 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עוימו,sina0162-4,?,Num,w-עוימו,Num Masc Pl Abs Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלםבקרו,sina0164-2,?,Verb,w-אלםבקרו,Verb MascFem Sing P3 Future Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יקום,"sina0166-2, sina0168-4",קום_פעל,Verb,w-יקום,Verb Masc Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עמיועמרו,sina0166-4,?,Noun,w-עמיועמרו,Noun Masc Sing AbsConstruct Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תמלת,sina0168-2,?,Noun,w-תמלת,Noun MascFem Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הניאו,"sina0170-2, jmon0009-3, sina0100-2",נוא_הפעיל,Verb,w-הניאו,Verb Masc Pl P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גרמלבעלי,sina0176-3,?,Propername,w-גרמלבעלי,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חלץ,sina0178-2,חלץ_פעל,Verb,w-חלץ,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פארן,sina0180-2,פָּארָן,Propername,w-פארן,Propername MascFem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קימו,"sina0182-2, sina0107-4",קים_פיעל,Verb,w-קימו,Verb MascFem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבידו,"sina0184-4, idum0030-8, idum0078-5, idum0081-1, idum0082-1, idum0086-6, idum0463-3, idum0541-3, idum0548-1, idum0549-1, idum0550-1, jmon0003-5, sina0112-4",עבד_פעֵל,Verb,w-עבידו,Aramaic Verb Masc Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ודו,"sina0184-8, sina0214-3",דּוּ,Conj,w-ודו,PreLets-1 Pre_Conj Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גדיו,"sina0192-2, jmon0007-2, jmon0021-6",גָּד,Noun,w-גדיו,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלמו,"sina0194-2, jmon0011-7, masa0554-8",שׁלם_פעל,Verb,w-שלמו,Verb MascFem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דכרון,sina0196-1,רֹן,Noun,w-דכרון,PreLets-2 Pre_Prep Pre_RelSub Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לעודו,sina0196-3,עוֹדֶה,Prep,w-לעודו,PreLets-1 Pre_Prep Pre_NotDef Ptcp Masc Sing PAny Abs Suf_Proniminal SufType_Accusative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יעלי,"sina0200-4, jmon0020-2",יָעֵל,Noun,w-יעלי,Noun Masc Pl Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אכברו,sina0204-4,כבר_פעל,Verb,w-אכברו,Verb MascFem Sing P1 Future Suf_Proniminal SufType_Accusative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בטשו,sina0208-2,בטשׁ_פיעל,Verb,w-בטשו,Verb MascFem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לעלם,"sina0208-6, yavn0002-8",עלם_פיעל,ToInf,w-לעלם,ToInf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עלמו,sina0212-2,עֶלֶם,Noun,w-עלמו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרחו,"sina0218-4, jmon0001-5",קֶרַח,Noun,w-קרחו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ופרינ,mger0199-1,?,Noun,w-ופרינ,PreLets-1 Pre_Conj Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
